event_id,state,district_or_region,locality,latitude,longitude,location_precision,location_accuracy_m,event_date,year,month,monsoon_phase,landslide_type,trigger_factor,record_type,reliability_score,fatalities,is_fatal,severity_class,injuries,description,source_url,data_source
1050770,Manipur,Manipur,"NH-53 at Nungba police station, Kambirong(?), Manipur",24.7505,93.4221,Medium (2-25km),5000,2010-08-27,2010,8,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"e-pao' 'Imphal, August 27 2010: The state was cut off from the rest of the country as landslides triggered by torrential rains blocked both NH-39 and 53.The disturbances on the highways are amidst the extended 25-day economic blockade imposed by UNC which entere",http://www.e-pao.net/GP.asp?src=27..280810.aug10,UGLC
938421,Sikkim,Sikkim,"Daragaon(?), Gangtok city, Sikkim",27.3392,88.6188,Medium (2-25km),5000,2010-08-27,2010,8,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"thehindu' 'Gangtok, August 28, 2010  Heavy rains triggering landslides has affected large parts of Sikkim in which one person was killed and many houses were damaged, officials said today.   In the State capital Gangtok, a massive landslide in the residential area",http://www.thehindu.com/news/states/other-states/article600333.ece,UGLC
938451,Sikkim,Sikkim,"17th mile(?), Jawaharlal Nehru Marg hwy, between Gangtok and Nathu La, Sikkim",27.3702,88.7334,Medium (2-25km),10000,2010-09-04,2010,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"news.oneindia' 'Gangtok, Sep.4 (ANI): Incessant rains in the last few weeks have caused extensive landslides in Sikkim, as on Saturday, vehicular traffic on the road connecting Gangtok with Nathu La located along the India-China border came to a standstill due to landsl",http://news.oneindia.in/2010/09/04/strategicroad-link-cut-off-due-to-landslide-insikkim.html,UGLC
1052259,Assam,Assam,"districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province",27.0011,93.7273,,-99999,2010-09-10,2010,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,10,0,0,No fatalities,0.0,"timesofindia.indiatimes' 'Sep 10,2010, 09.40pm IST  NEW DELHI: Thirteen people were killed as heavy monsoon rains wracked havoc in north and east India, triggering landslides and inundating lakhs of acres of farmland on Friday.  At least eight people were buried alive under the",http://timesofindia.indiatimes.com/india/13-killed-as-rains-wrack-havoc-in-north-and-eastern-India-/articleshow/6532367.cms,UGLC
1050589,Mizoram,Mizoram,"road to Kanan Veng from Hunthar Veng, Mizoram",23.73504471,92.71060943,High (<2km),1000,2010-09-13,2010,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,7,0,0,No fatalities,0.0,"Mizoram Express' 'In Hunthar Veng, the kitchen side of H. Lalchhanhima’s house was damaged by a landslide while the road to Kanan Veng was blocked by a landslide.",http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,UGLC
1050665,Mizoram,Mizoram,"near Tuivawl(?), Aizawl-Champhai rd, Aizawl district, Mizoram",23.591,92.9296,Medium (2-25km),25000,2010-09-13,2010,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"Mizoram Express' 'Sep 15, 2010  AIZAWL: Aizawl-Champhai road also was blocked by landslides in two places near Tuivawl and Tuichang.  ZONET Champhai Corr. said, the road block near Tuivawl was cleared while men are still at work till in the afternoon to clear the road blo",http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,UGLC
1050659,Mizoram,Mizoram,Aizawl,23.83655634,92.88807365,Low (>25km),33154,2010-09-13,2010,9,Monsoon (Jun-Sep),ND,rainfall (T),event,9,1,1,Minor (1-2),,A 30-year-old woman was killed at Tuikual locality here today after a landslide buried her alive near a traditional water source.The unmarried woman was fetching water with her friend when the landslide hit her as she could not walk fast due to problem i,http://ibnlive.in.com/generalnewsfeed/news/landslide-kills-mizoram-woman/317088.html,UGLC
1050638,Mizoram,Mizoram,"Hual(Hu) village(?), Lunglei-Lawngtlai rd, Mizoram",22.7176,92.8416,Medium (2-25km),25000,2010-09-13,2010,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"Mizoram Express' 'Sep 15, 2010  AIZAWL: Lunglei-Lawngtlai road was also blocked by a heavy landslide at =hual\\hu village this afternoon. The landslide also washed away the house of Vanlallawma. Luckily all the family members managed to run out of the house before the hous",http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,UGLC
1050611,Mizoram,Mizoram,"road to Muanna Godown, Zuangtui, Mizoram",23.75406693,92.74128531,High (<2km),1000,2010-09-13,2010,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,7,0,0,No fatalities,0.0,Mizoram Express' 'The heavy rain also caused landslides in several places blocking the road. The approach road to Muanna Godown in Zuangtui was blocked by a landslide since this morning.  It is expected to be restored this evening.,http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,UGLC
1050685,Mizoram,Mizoram,"near Tuichang(?) on Tuichang river, Aizawl-Champhai rd, Mizoram",23.3439,93.0748,Medium (2-25km),25000,2010-09-13,2010,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"Mizoram Express' 'Sep 15, 2010  AIZAWL: Aizawl-Champhai road also was blocked by landslides in two places near Tuivawl and Tuichang.  ZONET Champhai Corr. said, the road block near Tuivawl was cleared while men are still at work till in the afternoon to clear the road blo",http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,UGLC
1050590,Mizoram,Mizoram,"Hunthar Veng, Mizoram",23.74182634,92.7141905,High (<2km),1000,2010-09-13,2010,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,7,0,0,No fatalities,0.0,"Mizoram Express' 'In Hunthar Veng, the kitchen side of H. Lalchhanhima’s house was damaged by a landslide while the road to Kanan Veng was blocked by a landslide.",http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,UGLC
1050592,Mizoram,Mizoram,,23.72988966,92.71495623,High (<2km),1000,2010-09-13,2010,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,7,1,1,Minor (1-2),0.0,"""""COOLR_R"","" locality: """"""""Tuikual 'C'"", Aizawl,"" Mizoram"""""""""", description: 'Mizoram Express' 'Landslide triggered by heavy rain in Tuikual ‘C’ on Monday killed a woman, R. Laltanpuii.  According to Aizawl Police sources, the landslide buried the woman while she was collecting water with her friend. Luckily,"" her friend who was nearby her escap'""""",http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,UGLC
1050585,Mizoram,Mizoram,"Aizawl-Lengpui rd 3km from Aizawl, Mizoram, Manipur",23.7527,92.694,Medium (2-25km),5000,2010-09-16,2010,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"mizoramexpress.com' 'Sep 19, 2010  Meanwhile, Aizawl-Lengpui road remained blocked for the third day because of massive landslide about 3 km away from Lengpui. According to information received from the Engineer in charge, intermittent rainfall and falling of rocks hampered",http://mizoramexpress.com/index.php/2010/09/landslide-hits-aizawl-1-house-destroyed/,UGLC
1050707,Manipur,Manipur,"Taithu village, Churanchandpur district, Mizoram, Manipur",24.3069,93.125,Medium (2-25km),5000,2010-09-16,2010,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"mizoramexpress.com' 'Sep 16, 2010  Rengkai: Landslide struck Taithu village in Churachandpur district of Manipur at around 3.00 AM on Thursday morning and sources said at least 22 people were inside the two houses that were completely destroyed. The village lies in a landsli",http://mizoramexpress.com/index.php/2010/09/landslide-hits-taithu-village-22-people-escape-death/,UGLC
1057862,Manipur,Manipur,"Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39",25.4769,94.1351,Medium (2-25km),5000,2010-10-08,2010,10,Post-monsoon (Oct-Nov),mudslide,rainfall (T),report,9,0,0,No fatalities,0.0,"e-pao.net' 'Unable to negotiate muddy steep portions on NH-39, over 200 Imphal bound freight trucks including inter-state passenger buses coming from Dimapur side were stranded at Mao area, official reports received here said. A report from Mao police, confirming th",http://e-pao.net/GP.asp?src=23..111010.oct10,UGLC
1057706,Manipur,Manipur,"Bungte Chiru village(?), Senapati district, Manipur",25.2745,94.0212,Medium (2-25km),5000,2010-10-08,2010,10,Post-monsoon (Oct-Nov),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,e-pao.net' 'According to a delayed report reaching here atleast six houses have been damaged in landslides that occurred unexpectedly in the morning of October 8 at Bungte Chiru village under Saitu Assembly Constituency of Senapati district.  The report said that ou,http://e-pao.net/GP.asp?src=6..111010.oct10,UGLC
1050768,Manipur,Manipur,"Nungba, Tamenglong, Manipur",24.7679,93.4108,Medium (2-25km),25000,2010-10-08,2010,10,Post-monsoon (Oct-Nov),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"assamtribune' 'The traffic along the 220 km Imphal-Jiribam section of the National Highway 53 has also been disturbed due to landslide at Nungba in Tamenglong district. Owing to the landslide, over 200 loaded trucks heading towards Imphal from Jiribam was stranded, pol",http://www.assamtribune.com/scripts/detailsnew.asp?id=oct1110/oth05,UGLC
1056279,Manipur,Manipur,"Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur",24.837,93.9128,Medium (2-25km),5000,2010-10-08,2010,10,Post-monsoon (Oct-Nov),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"e-pao.net' 'On the other hand, landslides that occurred along the Langol foothill range following incessant rainfall during the last few days had affected residents of Tharon and Langol Tarung villages.  A team of Thangmeiband Assembly Constituency Development Forum",http://e-pao.net/GP.asp?src=6..111010.oct10,UGLC
1055067,Manipur,Manipur,"NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur",25.5265,93.8673,Low (>25km),50000,2010-10-09,2010,10,Post-monsoon (Oct-Nov),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,e-pao' 'Landslide has also been reported at a spot near Khongnem village while there are at least three landslides at Karong area.,http://www.e-pao.net/GP.asp?src=5..101010.oct10,UGLC
1050673,Assam,Assam,"Haflong, Assam",25.1796,93.0083,Medium (2-25km),5000,2010-10-09,2010,10,Post-monsoon (Oct-Nov),mudslide,rainfall (T),report,9,1,1,Minor (1-2),0.0,"""""COOLR_R"", locality: 'Haflong, Assam',"" description: 'dnaindia' """"""""One person has died and both road and railway links between Assam's North Cachar Hills district and the rest of the country has been completely cut-off following continuous heavy rainfall for the last two days"","" official sources said here today.  One pers""""""""""""",http://www.dnaindia.com/india/report_one-dead-road-and-rail-communication-disrupted-due-to-rains-in-assam_1450237,UGLC
1050721,Assam,Assam,"between Mahur and Maigrandisa(?) or Lumding, Assam",25.4749,93.1477,Low (>25km),50000,2010-10-09,2010,10,Post-monsoon (Oct-Nov),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"dnaindia' 'Meanwhile, rail communication has been disrupted with landslides affecting railway tracks at 28 places between Mahur and Maigrandisa in the Lumding-Silchar section with 40metres of track completely washed away.  NF railways have suspended rail services i",http://www.dnaindia.com/india/report_one-dead-road-and-rail-communication-disrupted-due-to-rains-in-assam_1450237,UGLC
1057864,Manipur,Manipur,"NH-39 at Tobio village(?), 7 km form Tadubi, Manipur",25.4788,94.1399,Medium (2-25km),10000,2010-10-09,2010,10,Post-monsoon (Oct-Nov),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"e-pao' 'Owing to landslides, triggered by incessant rainfall, at various points along the National highway vehicular movement on the ImphalDimapur section has come to a grinding halt today.  An informed source said that a massive landslide had washed away substa",http://www.e-pao.net/GP.asp?src=5..101010.oct10,UGLC
1050670,Assam,Assam,"road between Haflong and Lanka, Assam",25.5242,92.9914,Low (>25km),50000,2010-10-09,2010,10,Post-monsoon (Oct-Nov),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"dnaindia' 'Road communication, too, has been disrupted in the district with the road connecting Haflong and Lanka severely damaged, sources said.",http://www.dnaindia.com/india/report_one-dead-road-and-rail-communication-disrupted-due-to-rains-in-assam_1450237,UGLC
1057788,Manipur,Manipur,"NH-39 in Karong area, Manipur",25.3179,94.0462,Medium (2-25km),5000,2010-10-09,2010,10,Post-monsoon (Oct-Nov),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,e-pao' 'Landslide has also been reported at a spot near Khongnem village while there are at least three landslides at Karong area.,http://www.e-pao.net/GP.asp?src=5..101010.oct10,UGLC
1050272,Assam,Assam,Karimganj,24.58041329,92.37948378,Medium (2-25km),24155,2011-05-04,2011,5,Pre-monsoon (Apr-May),ND,rainfall (T),event,9,2,1,Minor (1-2),,"""""GFLD"", locality: 'Karimganj',"" description: """"""""Two members of a family were killed and two others critically injured when their house collapsed after a landslide in Assam's Karimganj district today"","" official sources said here.The mud house collapsed at Rajnagar area early this morning due to a landsl""""""""""""",http://ibnlive.in.com/generalnewsfeed/news/two-dead-two-critically-injured-in-landslide/671763.html,UGLC
1050767,Manipur,Manipur,"Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur",25.0672,93.4093,Medium (2-25km),25000,2011-05-22,2011,5,Pre-monsoon (Apr-May),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"e-pao' 'May 23 2011: Heavy rainfall caused landslides at three different places along Kaiphundai-Tousem road, the only lifeline of the villagers of restive Tousem Sub-Division of Tamenglong district.  The landslides occurred between New Mandeu and Mandeu village",http://www.e-pao.net/GP.asp?src=15..240511.may11,UGLC
1050644,Assam,Assam,"Silchar-Haflong rd., at Reko(Rekha )(?), near Harangajao, Barail Hills, Assam",25.0888,92.8551,Medium (2-25km),10000,2011-05-24,2011,5,Pre-monsoon (Apr-May),complex,rainfall (T),report,9,0,0,No fatalities,0.0,"articles.timesofindia' 'May 27,2011, 12.15pm IST  SILCHAR: Traffic movement on the Silchar-Haflong Road (NH-54) has been hit following heavy landslide in a 200-metre area on the highway. The situation is expected to remain the same for the next two months.  According to report",http://articles.timesofindia.indiatimes.com/2011-05-27/guwahati/29591193_1_dima-hasao-landslide-traffic-movement,UGLC
1054637,Manipur,Manipur,"Roads between Tamei(Tamma?), Kangpokpi and Chalwa, Manipur",25.1555,93.8474,Medium (2-25km),25000,2011-05-31,2011,5,Pre-monsoon (Apr-May),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"e-pao.net' 'June 01 2011: The denizens of Tamei subdivision while using the IT Road from Kangpokpi to Tamei stretch take immense risk as landslides have begun to occur as the rainy season begins.  As recent as on Tuesday, the flooding streams between Tamei and Chalw",http://e-pao.net/GP.asp?src=7..020611.jun11,UGLC
1051014,Manipur,Manipur,"Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur",24.8286,93.5935,Low (>25km),50000,2011-05-31,2011,5,Pre-monsoon (Apr-May),earth slide,rainfall (T),report,9,2,1,Minor (1-2),0.0,"kanglaonline.com' 'June 1, 2011  A major landslide at Tamenglong has reportedly claimed two lives yesterday. According to a source, two members of a family, a brother and a sister were killed in a massive landslide at the Gaoilung village, Tamenlong ward No. 4 yesterday af",http://kanglaonline.com/2011/06/two-children-claimed-by-landslide-at-tamenglong/,UGLC
1050836,Manipur,Manipur,Tamenglong,24.95138801,93.52811839,Low (>25km),36550,2011-05-31,2011,5,Pre-monsoon (Apr-May),ND,rainfall (T),event,9,2,1,Minor (1-2),,"A major landslide at Tamenglong has reportedly claimed two lives yesterday.\nAccording to a source, two members of a family, a brother and a sister were killed in a massive landslide at the Gaoilung village, Tamenlong ward No. 4 yesterday afternoon at aro",http://kanglaonline.com/2011/06/two-children-claimed-by-landslide-at-tamenglong/,UGLC
938357,Sikkim,Sikkim,"National HWY 31A, Birik (cut off Sikkim)",27.4885,88.4451,,-99999,2011-06-17,2011,6,Monsoon (Jun-Sep),mudslide,rainfall (T),report,10,0,0,No fatalities,0.0,"Telegraph India' 'The rain also triggered mudslides at two places on National Highway 31A, Sikkim’s only road link, holding up nearly 500 vehicles for five hours.",http://www.telegraphindia.com/1110618/jsp/northeast/story_14127559.jsp,UGLC
938257,Sikkim,Sikkim,YANGTHANG,27.28329478,88.23595536,High (<2km),1407,2011-06-23,2011,6,Monsoon (Jun-Sep),ND,rainfall (T),event,9,14,1,Severe (5+),,Sixteen people perished in three separate landslides which hit villages surrounding the West Sikkim district headquarters at Gyalshing. All three landslides took place at around 11.30 pm last night. Fourteen people were buried alive when rolling debris f,http://www.assamtribune.com/scripts/detailsnew.asp?id=jun2511/oth05,UGLC
938245,Sikkim,Sikkim,West Sikkim,27.34711035,88.17392386,Medium (2-25km),19242,2011-06-23,2011,6,Monsoon (Jun-Sep),ND,rainfall (T),event,9,1,1,Minor (1-2),,Sixteen people perished in three separate landslides which hit villages surrounding the West Sikkim district headquarters at Gyalshing. All three landslides took place at around 11.30 pm last night. Fourteen people were buried alive when rolling debris f,http://www.assamtribune.com/scripts/detailsnew.asp?id=jun2511/oth07,UGLC
938267,Sikkim,Sikkim,Villages surrounding the West Sikkim district of,27.2879,88.2579,Medium (2-25km),5000,2011-06-23,2011,6,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,16,1,Severe (5+),0.0,assamtribune' 'June 24 – Sixteen people perished in three separate landslides which hit villages surrounding the West Sikkim district headquarters at Gyalshing. All three landslides took place at around 11.30 pm last night. Fourteen people were buried alive when roll,http://www.assamtribune.com/scripts/detailsnew.asp?id=jun2511/oth05,UGLC
1057681,Manipur,Manipur,"Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India",25.03561729,94.0144205,Medium (2-25km),25000,2011-06-28,2011,6,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"E-PAO' 'June 28 2011: Ikou-Gangpijang road, development work of which was left incomplete following some disputes in awarding the contract, has been disconnected following landslide.  Consequent upon the landslide, passenger buses travelling from Imphal could no",http://e-pao.net/GP.asp?src=7..290611.jun11,UGLC
1050759,Assam,Assam,"Portions of NH 39, Connectin Manipur with Assam via Nagaland",25.5125,93.3613,,-99999,2011-06-29,2011,6,Monsoon (Jun-Sep),earth slide,rainfall (T),report,10,0,0,No fatalities,0.0,"articles.timesofindia' 'Heavy downpour in the past few days threatens to cut off Nagaland and neighbouring Manipur from the rest of the country. Continuing heavy showers have caused landslides and led to the sinking of a portion of NH 39, creating immense hardship to the people",http://articles.timesofindia.indiatimes.com/2011-06-30/guwahati/29720982_1_heavy-rains-highway,UGLC
1051914,Manipur,Manipur,NH53 30 to 40 km from Imphal,24.79489226,93.69953963,Medium (2-25km),2110,2011-07-05,2011,7,Monsoon (Jun-Sep),ND,rainfall (T),event,9,6,1,Severe (5+),,Six security personnel were killed and 10 injured Wednesday when mounds of earth caved in when the vehicle they were travelling in was trying to cross a stretch of road hit by a massive landslide in Manipur. A police spokesperson said the incident took p,http://www.hindustantimes.com/Six-security-personnel-killed-in-Manipur-mudslide/Article1-718112.aspx,UGLC
1057027,Manipur,Manipur,"National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)",24.8063,93.9482,Low (>25km),50000,2011-07-06,2011,7,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,6,1,Severe (5+),0.0,"e-pao.net' 'Imphal, July 06 2011: In a tragic incident of nature taking toll on human, a massive landslides along NH 53 today killed six personnel of Indian Reserved Battalion (IRB) and Manipur Rifles even as seven personnel were critically injured.  According to po",http://e-pao.net/GP.asp?src=16..070711.jul11,UGLC
1057840,Manipur,Manipur,Maram (80 km north of Imphal),25.4191,94.1079,Medium (2-25km),5000,2011-07-07,2011,7,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"e-pao' 'Imphal, July 07 2011: More than 100 stranded loaded trucks are waiting their turn to drive down towards Imphal at the landslide hit Maram bazar, 80km north of Imphal, while an equal number of empty trucks lining up on the other side of the NH 39, to move",http://www.e-pao.net/GP.asp?src=8..080711.jul11,UGLC
938369,Sikkim,Sikkim,,27.1141,88.4658,Medium (2-25km),25000,2011-07-20,2011,7,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"""""COOLR_R"","" locality: """"""""National Highway 31A in West Bengal's Darjeeling district"""""""""","" description: 'twocircles.net' """"""""Siliguri : The road link between Siliguri and Sikkim was snapped for about six hours Wednesday after heavy overnight rains triggered a landslide on National Highway 31A in West Bengal's Darjeeling district"","" police said.  Hundreds of vehicles remained sta""""""""""""",http://twocircles.net/2011jul20/landslide_snaps_siligurisikkim_highway_link.html,UGLC
1057024,Manipur,Manipur,Heibok Hills,24.7992,93.948,,-99999,2011-07-22,2011,7,Monsoon (Jun-Sep),earth slide,rainfall (T),report,10,0,0,No fatalities,0.0,"e-pao.net' 'Mudslide alarm at Heibok hills Source: The Sangai Express  Imphal, July 22 2011: Following heavy mudslide on the western side of Heibok hills, people of Hiyangthang Tarahei Konjil are caught in a panicky situation.  Apprehension hangs heavy among the peo",http://e-pao.net/GP.asp?src=4..230711.jul11,UGLC
1057913,Manipur,Manipur,Manipur,24.3527,94.3429,Medium (2-25km),10000,2011-07-22,2011,7,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"e-pao.net' 'PWD officials reject Moreh office collapse report Source: The Sangai Express  Moreh, July 26 2011: There is no question of caving in of the main building of Mini-Secretariat at Moreh and preparations are on for inauguration of the office building at the",http://e-pao.net/GP.asp?src=6..270711.jul11,UGLC
1050672,Assam,Assam,NH 37,26.5836,93.0038,Low (>25km),50000,2011-07-24,2011,7,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"e-pao.net' 'Mudslide blocks Imphal-Jiri Road Source: Hueiyen News Service  Imphal, July 24 2011: Apart from vast land agricultural areas of the state submerged under water, the incessant rain in the past few days has began to take its toll to the people of the state",http://e-pao.net/GP.asp?src=17..250711.jul11,UGLC
1056334,Manipur,Manipur,Manipur,24.6869,93.9157,Low (>25km),50000,2011-07-25,2011,7,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"assamtribune' 'Manipur road links restored Sobhapati Samom  IMPHAL, July 29 – Road links to Manipur, which remained cut off from the rest of the country since the last three days following heavy landslides on the National Highways, has been re-opened on Thursday.  Ho",http://www.assamtribune.com/scripts/detailsnew.asp?id=jul3011/oth05,UGLC
1057841,Manipur,Manipur,"Maram, Manipur",25.4192,94.108,Medium (2-25km),10000,2011-07-29,2011,7,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"kanglaonline.com' 'IMPHAL July 29: Several external factors are severely hindering the progress of road repair works being undertaken at the landslide affected area of Maram in Senapati and other developmental works being undertaken along the National Highway, stated works",http://kanglaonline.com/2011/07/works-minister-visits-landslide-hit-maram-stretch-of-nh2/,UGLC
938256,Sikkim,Sikkim,"Samathang, Sikkim",27.13862165,88.22551799,Medium (2-25km),10000,2011-08-23,2011,8,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,5,1,Moderate (3-5),0.0,"IBN' 'Five persons including two minors were killed in two separate landslides incident in West Sikkim district, official sources said today. A cloud burst triggered a massive landslide at Samathang village, near Malbasey in West Sikkim in which three members",http://ibnlive.in.com/generalnewsfeed/news/five-killed-in-landslides-in-sikkim/801295.html,UGLC
938431,Sikkim,Sikkim,"Hee-Khola, Sikkim",27.7344,88.633,Medium (2-25km),10000,2011-08-25,2011,8,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,2,1,Minor (1-2),0.0,"ibnlive.in' 'Five persons including two minors were killed in two separate landslides incident in West Sikkim district, official sources said today. A cloud burst triggered a massive landslide at Samathang village, near Malbasey in West Sikkim in which three members",http://ibnlive.in.com/generalnewsfeed/news/five-killed-in-landslides-in-sikkim/801295.html,UGLC
1050700,Manipur,Manipur,NH 37 at Awang Khul\xa0,24.808,93.117,High (<2km),1000,2011-09-06,2011,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,7,3,1,Moderate (3-5),0.0,e-pao.net' 'A massive landslide along the NH 37 at Awang Khul has cut off Imphal and Jiribam,http://e-pao.net/GP.asp?src=Snipp8..080911.sep11,UGLC
1048397,Assam,Assam,"Maighuli, Guwahati, Meghalaya",26.1548,91.7351,,-99999,2011-09-23,2011,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,10,4,1,Moderate (3-5),0.0,"nbtvlive' 'Four persons today got buried alive and 10 others were injured in a landslide at Maighuli, along the Assam-Meghalaya border, police said. Incessant rains triggered the landslip along the hills of Maighuli on the Meghalaya side of the border, Kamrup (metr","http://www.nbtvlive.com/latest-news-4 die, 10 injured in landslide along assam-meghalaya border-crime-23-sep-2011-guwahati-press trust of india-54889.html",UGLC
1048398,Assam,Assam,"Guwahati, Assam",26.1475,91.7356,Medium (2-25km),5000,2012-06-02,2012,6,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"""""COOLR_R"", locality: 'Guwahati, Assam',"" description: 'ibnlive.in' 'South Assam\'s Barrak valley has been cut off from the rest of the country due to heavy landslides. Northeast Frontier Railway sources said heavy rain have caused landslide in five places between Haranjao and Mailongdifa railway stations. A """"""""small"""""""" track'""""",http://ibnlive.in.com/generalnewsfeed/news/barrak-valley-cut-off-due-to-heavy-landslides/1007155.html,UGLC
938404,Sikkim,Sikkim,"lachen, Sikkim",27.7167,88.5577,Medium (2-25km),5000,2012-06-03,2012,6,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"Telegraph India' 'Around 65 vehicles carrying 400 tourists were left stranded at Lachen-Lachung last night, after heavy landslides triggered by torrential rain hit the picturesque North Sikkim. Sources in the tourism department said some of the cars started from Lachung a",http://www.telegraphindia.com/1120605/jsp/siliguri/story_15570407.jsp#.UN9-FOSx_K0,UGLC
1050674,Assam,Assam,"between Haflong and  Bagetar, Assam",25.1775,93.0123,Medium (2-25km),5000,2012-06-03,2012,6,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,articles.timesofindia' 'Torrential rain in the Barail Hill range for the past many days triggered landslides at least five places along the Lumding-Silchar section of Northeast Frontier Railway (NFR) early on Sunday. Authorities have suspended and regulated services of all the,http://articles.timesofindia.indiatimes.com/2012-06-04/guwahati/32030359_1_barail-hill-harangajao-landslides,UGLC
1050708,Assam,Assam,"between Maibang and Daotohaja, Assam",25.3056,93.1265,Medium (2-25km),5000,2012-06-03,2012,6,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,articles.timesofindia' 'Torrential rain in the Barail Hill range for the past many days triggered landslides at least five places along the Lumding-Silchar section of Northeast Frontier Railway (NFR) early on Sunday. Authorities have suspended and regulated services of all the,http://articles.timesofindia.indiatimes.com/2012-06-04/guwahati/32030359_1_barail-hill-harangajao-landslides,UGLC
1050652,Assam,Assam,"\xa0between Harangajao and Mailongdisa, Assa,",25.1175,92.8573,Medium (2-25km),5000,2012-06-03,2012,6,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,articles.timesofindia' 'Torrential rain in the Barail Hill range for the past many days triggered landslides at least five places along the Lumding-Silchar section of Northeast Frontier Railway (NFR) early on Sunday. Authorities have suspended and regulated services of all the,http://articles.timesofindia.indiatimes.com/2012-06-04/guwahati/32030359_1_barail-hill-harangajao-landslides,UGLC
938452,Sikkim,Sikkim,ROLEP,27.26801207,88.73536786,High (<2km),1444,2012-06-07,2012,6,Monsoon (Jun-Sep),ND,rainfall (T),event,9,7,1,Severe (5+),,"Monsoons showed no mercy to the residents of Rolep, East Sikkim who lost their lives in a landslide triggered by the overnight torrential rain.\n\nThe landslide which occurred between 4:30- 5 a.m. yesterday morning totally burying 2 houses belonging to Min",http://isikkim.com/2012-06-sikkim-landslide-at-rolep-claims-seven-lives-08-1/,UGLC
